time of flip	flipper	flip result
21:32:04	Gertrude	H
21:32:17	Nandi	H
21:32:29	Pierre	H
21:32:41	Pierre	T
21:32:45	Pierre	T
21:32:54	Pierre	T
21:33:12	Gertrude	T
21:33:30	Helen	H
21:33:48	Gertrude	T
21:33:58	Lindsay	T
21:34:03	Gertrude	H
21:34:04	Pierre	T
21:34:09	Kylen	H
21:34:27	Claire	H
21:34:38	Pierre	T
21:34:48	Illana	T
21:34:53	Gavin	H
21:34:58	Lindsay	H
21:35:12	Lindsay	H
21:35:31	Henk	T
21:35:36	Illana	T
21:35:43	Pierre	H
21:35:48	Gavin	T
21:35:51	Helen	H
21:35:56	Gavin	H
21:36:12	Steven	H
21:36:13	Henk	T
21:36:18	Lindsay	T
21:36:35	Megan	T
21:36:49	Gavin	H
21:36:57	Henk	H
21:37:07	Reut	T
21:37:15	Steven	T
21:37:22	Lindsay	H
21:37:38	Gavin	T
21:37:39	Abe	H
21:37:48	Gertrude	H
21:38:05	Reut	H
21:38:07	Andrew	H
21:38:27	Helen	T
21:38:38	Vuli	T
21:38:42	Vuli	T
21:38:49	Gertrude	T
21:39:08	Maryann	H
21:39:12	Nandi	H
21:39:24	Steven	H
21:39:29	Helen	H
21:39:30	Philip	H
21:39:41	Andrew	H
21:39:52	Claire	T
21:40:05	Steven	T
21:40:22	Lindsay	H
21:40:27	Reut	T
21:40:34	Vuli	T
21:40:52	Abe	H
21:41:06	Steven	H
21:41:20	Steven	H
21:41:30	Andrew	H
21:41:34	Philip	H
21:41:35	Kylen	T
21:41:46	Vuli	T
21:41:51	Reut	T
21:41:53	Maryann	H
21:42:05	Reut	T
21:42:06	Kylen	T
21:42:24	Andrew	H
21:42:43	Kylen	T
21:42:48	Reut	H
21:43:07	Illana	T
21:43:25	Henk	H
21:43:31	Pierre	H
21:43:38	Gertrude	H
21:43:54	Abe	T
21:43:55	Gertrude	H
21:44:06	Reut	H
21:44:27	Amnon	T
21:44:30	Gertrude	H
21:44:41	Abe	T
21:44:42	Megan	H
21:44:55	Megan	T
21:45:11	Pierre	T
21:45:26	Claire	T
21:45:27	Claire	H
21:45:42	Jessica	T
21:45:46	Philip	T
21:45:56	Nandi	H
21:46:01	Steven	H
21:46:05	Reut	T
21:46:21	Kylen	H
21:46:42	Gertrude	H
21:46:53	Illana	H
21:47:02	Henk	T
21:47:16	Andrew	T
21:47:24	Reut	T
21:47:42	Kylen	H
21:47:57	Andrew	T
21:48:06	Henk	H
21:48:22	Vuli	T
21:48:36	Steven	H
21:48:47	Claire	T
21:49:00	Steven	T
21:49:09	Reut	T
21:49:12	Andrew	H
21:49:14	Abe	T
21:49:32	Helen	H
21:49:38	Philip	H
21:49:54	Gavin	T
21:50:11	Andrew	H
21:50:17	Gertrude	H
21:50:24	Kylen	H
21:50:32	Lindsay	T
21:50:48	Philip	T
21:50:51	Gertrude	T
21:51:02	Reut	T
21:51:11	Steven	T
21:51:32	Abe	H
21:51:38	Jessica	H
21:51:53	Andrew	H
21:52:03	Lindsay	H
21:52:18	Vuli	T
21:52:36	Gavin	H
21:52:54	Gavin	H
21:53:13	Maryann	H
21:53:15	Gertrude	T
21:53:30	Maryann	T
21:53:44	Jessica	T
21:53:53	Kylen	H
21:54:15	Gertrude	T
21:54:24	Henk	H
21:54:39	Vuli	T
21:55:00	Kylen	T
21:55:02	Reut	H
21:55:22	Amnon	T
21:55:39	Henk	T
21:55:56	Andrew	H
21:56:04	Philip	H
21:56:15	Lindsay	T
21:56:28	Vuli	T
21:56:32	Kylen	H
21:56:46	Andrew	H
21:56:53	Philip	T
21:57:03	Illana	T
21:57:05	Abe	T
21:57:11	Steven	H
21:57:17	Claire	T
21:57:35	Gavin	T
21:57:53	Illana	H
21:58:05	Megan	H
21:58:20	Claire	H
21:58:26	Henk	T
21:58:41	Andrew	T
21:58:45	Claire	H
21:58:47	Andrew	H
21:58:48	Megan	T
21:58:56	Lindsay	T
21:58:57	Kylen	H
21:59:14	Abe	T
21:59:27	Abe	T
21:59:35	Helen	H
21:59:49	Philip	H
22:00:10	Steven	H
22:00:15	Amnon	T
22:00:36	Amnon	T
22:00:37	Kylen	T
22:00:55	Reut	H
22:01:06	Claire	H
22:01:15	Lindsay	H
22:01:27	Claire	T
22:01:47	Philip	H
22:02:05	Henk	T
22:02:20	Gertrude	H
22:02:29	Pierre	T
22:02:51	Philip	T
22:02:52	Claire	H
22:03:05	Pierre	T
22:03:24	Abe	H
22:03:35	Megan	H
22:03:36	Steven	T
22:03:53	Kylen	T
22:04:06	Gertrude	H
22:04:21	Gavin	T
22:04:32	Claire	H
22:04:43	Kylen	T
22:04:44	Henk	T
22:05:02	Gavin	H
22:05:24	Illana	T
22:05:36	Nandi	H
22:05:42	Philip	H
22:05:50	Reut	H
22:06:08	Lindsay	T
22:06:11	Henk	H
22:06:30	Vuli	T
22:06:46	Henk	H
22:07:06	Gertrude	T
22:07:15	Gavin	T
22:07:21	Nandi	T
22:07:38	Maryann	T
22:07:50	Illana	H
22:08:10	Claire	H
22:08:31	Claire	T
22:08:32	Andrew	T
22:08:49	Pierre	T
22:08:51	Maryann	T
22:09:06	Amnon	H
22:09:23	Henk	H
22:09:27	Jessica	T
22:09:41	Amnon	T
22:09:48	Claire	H
22:09:53	Amnon	T
22:10:04	Amnon	T
22:10:18	Henk	T
22:10:31	Helen	T
22:10:47	Philip	T
22:11:08	Amnon	T
22:11:29	Nandi	H
22:11:47	Lindsay	H
22:12:01	Illana	T
22:12:20	Illana	T
22:12:33	Nandi	H
22:12:52	Steven	T
22:13:05	Claire	T
22:13:07	Megan	H
22:13:08	Abe	H
22:13:11	Lindsay	T
22:13:18	Claire	T
22:13:19	Megan	H
22:13:31	Vuli	T
22:13:51	Gertrude	T
22:14:10	Kylen	T
22:14:15	Claire	H
22:14:16	Steven	T
22:14:29	Jessica	H
22:14:37	Kylen	H
22:14:54	Pierre	H
22:15:11	Philip	H
22:15:29	Pierre	H
22:15:50	Lindsay	H
22:15:53	Steven	T
22:16:02	Kylen	T
22:16:08	Kylen	H
22:16:27	Gertrude	H
22:16:33	Illana	T
22:16:49	Helen	T
22:16:52	Gertrude	T
22:17:13	Henk	T
22:17:16	Illana	H
22:17:30	Reut	H
22:17:46	Amnon	H
22:17:52	Philip	T
22:18:10	Nandi	T
22:18:14	Nandi	T
22:18:35	Maryann	T
22:18:48	Steven	T
22:19:06	Andrew	H
22:19:09	Henk	H
22:19:12	Amnon	T
22:19:28	Andrew	T
22:19:47	Nandi	T
22:19:51	Abe	T
22:19:54	Andrew	T
22:20:09	Andrew	H
22:20:16	Claire	T
22:20:31	Andrew	T
22:20:48	Illana	T
22:21:01	Pierre	H
22:21:05	Megan	T
22:21:09	Illana	T
22:21:14	Henk	T
22:21:31	Abe	T
22:21:38	Reut	H
22:21:51	Kylen	H
22:21:53	Gavin	T
22:22:03	Steven	T
22:22:10	Gertrude	T
22:22:17	Amnon	T
22:22:25	Amnon	T
22:22:40	Philip	T
22:22:54	Andrew	H
22:23:15	Kylen	T
22:23:28	Philip	H
22:23:41	Lindsay	H
22:23:49	Gertrude	H
22:23:55	Abe	H
22:24:16	Claire	H
22:24:29	Illana	H
22:24:34	Vuli	T
22:24:41	Reut	T
22:24:45	Claire	T
22:24:59	Philip	H
22:25:14	Vuli	T
22:25:15	Reut	H
22:25:28	Nandi	H
22:25:32	Jessica	T
22:25:39	Steven	H
22:25:53	Henk	H
22:26:07	Lindsay	H
22:26:21	Gertrude	H
22:26:27	Jessica	T
22:26:37	Philip	T
22:26:42	Abe	H
22:26:45	Kylen	H
22:26:47	Pierre	T
22:26:50	Gertrude	H
22:27:08	Jessica	T
22:27:20	Helen	T
22:27:35	Claire	H
22:27:44	Andrew	T
22:27:54	Nandi	H
22:28:04	Kylen	T
22:28:07	Andrew	H
22:28:19	Pierre	H
22:28:36	Philip	T
22:28:49	Henk	T
22:29:11	Nandi	T
22:29:16	Maryann	T
22:29:18	Steven	T
22:29:38	Amnon	H
22:29:40	Henk	T
22:29:52	Gavin	T
22:29:53	Reut	T
22:30:12	Philip	H
22:30:22	Amnon	H
22:30:24	Abe	H
22:30:34	Abe	H
22:30:51	Helen	H
22:31:02	Vuli	H
22:31:07	Claire	H
22:31:29	Reut	T
22:31:37	Henk	T
22:31:46	Vuli	T
22:31:58	Jessica	T
22:32:16	Kylen	T
22:32:21	Pierre	T
22:32:32	Abe	T
22:32:39	Vuli	H
22:32:54	Maryann	T
22:33:04	Kylen	T
22:33:23	Nandi	H
22:33:42	Gertrude	H
22:34:03	Nandi	T
22:34:04	Abe	T
22:34:22	Vuli	H
22:34:24	Megan	T
22:34:42	Megan	T
22:34:57	Andrew	H
22:35:03	Pierre	T
22:35:08	Claire	H
22:35:22	Illana	H
22:35:23	Vuli	H
22:35:34	Abe	H
22:35:38	Gavin	T
22:35:55	Pierre	H
22:36:07	Lindsay	T
22:36:15	Megan	T
22:36:19	Gertrude	H
22:36:26	Philip	T
22:36:33	Gertrude	T
22:36:39	Helen	T
22:36:51	Jessica	H
22:37:08	Abe	T
22:37:16	Steven	T
22:37:27	Gertrude	H
22:37:35	Reut	T
22:37:48	Andrew	T
22:38:00	Gavin	T
22:38:01	Kylen	T
22:38:05	Vuli	T
22:38:19	Nandi	T
22:38:38	Reut	H
22:38:57	Amnon	H
22:38:58	Megan	H
22:39:07	Lindsay	T
22:39:08	Reut	H
22:39:30	Amnon	H
22:39:38	Jessica	H
22:39:42	Claire	H
22:39:56	Lindsay	H
22:40:00	Gavin	H
22:40:01	Maryann	T
22:40:17	Reut	T
22:40:35	Andrew	H
22:40:53	Illana	H
22:40:54	Nandi	T
22:41:11	Pierre	T
22:41:29	Illana	T
22:41:45	Gertrude	H
22:41:56	Steven	H
22:42:11	Helen	H
22:42:26	Maryann	H
22:42:46	Megan	H
22:42:54	Steven	H
22:42:57	Kylen	T
22:43:02	Helen	H
22:43:19	Henk	H
22:43:30	Kylen	T
22:43:51	Nandi	T
22:43:55	Megan	H
22:44:03	Steven	T
22:44:21	Philip	H
22:44:26	Steven	H
22:44:37	Vuli	H
22:44:52	Jessica	T
22:45:01	Kylen	H
22:45:08	Maryann	H
22:45:19	Reut	T
22:45:39	Vuli	T
22:45:53	Megan	H
22:46:02	Vuli	H
22:46:20	Claire	H
22:46:21	Gertrude	H
22:46:26	Illana	T
22:46:34	Vuli	H
22:46:52	Megan	T
22:46:56	Nandi	H
22:47:15	Steven	T
22:47:35	Gavin	T
22:47:41	Steven	H
22:47:44	Lindsay	H
22:47:49	Pierre	H
22:47:56	Abe	T
22:47:57	Nandi	H
22:48:18	Illana	T
22:48:23	Steven	H
22:48:42	Andrew	T
22:48:47	Abe	T
22:48:59	Henk	T
22:49:01	Jessica	H
22:49:04	Reut	T
22:49:05	Megan	T
22:49:24	Amnon	T
22:49:37	Philip	T
22:49:48	Claire	H
22:50:03	Nandi	H
22:50:16	Lindsay	H
22:50:34	Vuli	H
22:50:52	Steven	T
22:50:57	Pierre	H
22:51:09	Jessica	H
22:51:12	Megan	T
22:51:13	Maryann	H
22:51:24	Jessica	T
22:51:34	Kylen	T
22:51:53	Megan	H
22:52:01	Vuli	T
22:52:07	Kylen	T
22:52:15	Amnon	T
22:52:26	Lindsay	H
22:52:45	Philip	H
22:52:56	Nandi	T
22:53:00	Gavin	H
22:53:14	Reut	T
22:53:29	Abe	T
22:53:33	Maryann	T
22:53:47	Maryann	H
22:53:55	Gertrude	H
22:54:14	Megan	H
22:54:30	Lindsay	H
22:54:38	Amnon	H
22:54:52	Kylen	H
22:55:11	Amnon	T
22:55:21	Andrew	H
22:55:35	Andrew	H
22:55:42	Vuli	H
22:55:53	Steven	H
22:56:08	Vuli	T
22:56:22	Jessica	H
22:56:27	Philip	H
22:56:30	Abe	T
22:56:49	Illana	H
22:57:07	Pierre	T
22:57:13	Gavin	H
22:57:16	Philip	T
22:57:23	Abe	H
22:57:35	Lindsay	H
22:57:52	Philip	T
22:58:11	Maryann	H
22:58:29	Claire	H
22:58:43	Nandi	H
22:59:04	Jessica	H
22:59:17	Andrew	H
22:59:23	Nandi	H
22:59:24	Andrew	T
22:59:38	Illana	T
22:59:44	Kylen	T
23:00:04	Abe	H
23:00:18	Maryann	H
23:00:24	Nandi	H
23:00:25	Philip	T
23:00:36	Maryann	H
23:00:54	Illana	T
23:00:56	Nandi	H
23:01:11	Andrew	T
23:01:22	Gertrude	T
23:01:24	Kylen	H
23:01:31	Jessica	H
23:01:34	Megan	T
23:01:38	Helen	H
23:01:53	Gavin	H
23:01:54	Henk	T
23:01:58	Andrew	H
23:02:16	Philip	T
23:02:31	Vuli	H
23:02:35	Pierre	T
23:02:39	Maryann	H
23:02:50	Vuli	T
23:03:07	Kylen	H
23:03:09	Claire	T
23:03:13	Vuli	H
23:03:23	Gavin	T
23:03:42	Lindsay	T
23:04:02	Philip	H
23:04:09	Reut	H
23:04:24	Jessica	H
23:04:33	Abe	H
23:04:42	Reut	T
23:04:54	Lindsay	T
23:05:05	Henk	H
23:05:23	Steven	H
23:05:26	Vuli	H
23:05:32	Philip	H
23:05:36	Gavin	H
23:05:37	Henk	T
23:05:38	Reut	H
23:05:53	Pierre	T
23:06:11	Philip	H
23:06:23	Gavin	T
23:06:32	Lindsay	T
23:06:35	Megan	H
23:06:43	Reut	H
23:06:50	Megan	H
23:06:54	Gertrude	T
23:06:56	Helen	T
23:06:58	Gavin	H
23:07:08	Maryann	T
23:07:23	Andrew	T
23:07:37	Nandi	T
23:07:41	Megan	H
23:07:59	Gertrude	H
23:08:17	Reut	T
23:08:19	Philip	H
23:08:32	Gavin	H
23:08:44	Andrew	T
23:08:57	Megan	H
23:09:02	Vuli	H
23:09:04	Henk	H
23:09:17	Amnon	T
23:09:24	Kylen	T
23:09:38	Vuli	T
23:09:58	Vuli	H
23:10:18	Steven	H
23:10:38	Gertrude	T
23:10:53	Philip	T
23:11:08	Nandi	H
23:11:20	Pierre	H
23:11:36	Amnon	H
23:11:47	Claire	T
23:11:51	Megan	H
23:11:54	Gertrude	T
23:12:11	Reut	H
23:12:15	Kylen	T
23:12:36	Gertrude	H
23:12:46	Amnon	T
23:13:04	Maryann	T
23:13:20	Claire	T
23:13:28	Maryann	H
23:13:34	Pierre	T
23:13:35	Helen	H
23:13:46	Megan	T
23:14:00	Gertrude	H
23:14:19	Megan	T
23:14:20	Megan	H
23:14:33	Amnon	T
23:14:47	Helen	T
23:14:51	Gertrude	H
23:14:57	Claire	T
23:15:08	Pierre	T
23:15:09	Gavin	H
23:15:14	Lindsay	H
23:15:25	Gertrude	T
23:15:31	Abe	T
23:15:47	Jessica	H
23:16:03	Gertrude	H
23:16:21	Nandi	T
23:16:31	Abe	T
23:16:40	Megan	T
